DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,POSITION,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTALVALIDVOTESPOLLED,TOTAL VOTES POLLED,TotalElectors,Criminal Case,Education,Total_Assets,Liabilities_P,Recontesting,National_party_candidate,Winner_corepathi,Winner_graduate_above,Winner_filed_ITR,Cand_corepathi,Cand_graduate_above,Cand_filed_ITR
Saharanpur,Behat,GEN,NARESH SAINI,1,M,GEN,53,INC,97035,252563,336576,0,Post Graduate,10780291,398000,0,1,1,1,1,1,1,1
Saharanpur,Behat,GEN,MAHAVEER SINGH RANA,2,M,GEN,55,BJP,71449,252563,336576,0,Graduate Professional,55663295,2985082,1,1,0,0,0,1,1,1
Saharanpur,Behat,GEN,MOHD. IQBAL,3,M,GEN,52,BSP,71019,252563,336576,0,Literate,140103795,10214938,0,1,0,0,0,1,0,1
Saharanpur,Behat,GEN,RANA ADITYA PRATAP SINGH,4,M,GEN,49,IND,4187,252563,336576,0,12th Pass,65920214,286731,0,0,0,0,0,1,0,0
Saharanpur,Behat,GEN,KAMRAN ALI,6,M,GEN,37,BhaSP,1255,252563,336576,0,10th Pass,682859,0,0,0,0,0,0,0,0,0
Saharanpur,Behat,GEN,ARUN,7,M,GEN,38,RLD,1150,252563,336576,0,Graduate,5477510,0,0,0,0,1,1,1,1,1
Saharanpur,Behat,GEN,HARDHYAN,8,M,SC,39,IND,1113,252563,336576,0,5th Pass,2277500,0,0,0,0,0,0,0,0,0
Saharanpur,Behat,GEN,GOPAL SINGH,9,M,GEN,32,IND,945,252563,336576,0,Graduate,1405000,0,0,0,0,0,0,0,1,0
Saharanpur,Behat,GEN,KRISHNA KUMAR,10,M,SC,35,IND,810,252563,336576,0,Literate,2167700,9000,0,0,0,0,0,0,1,0
Saharanpur,Behat,GEN,KALYAN SINGH,11,M,GEN,45,IND,659,252563,336576,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Behat,GEN,LOKESH VERMA,12,M,GEN,34,BHATARSP,617,252563,336576,0,Post Graduate,288275,0,0,0,0,0,0,0,1,0
Saharanpur,Behat,GEN,SAKEEM KHAN,13,M,GEN,42,BMUP,425,252563,336576,0,Literate,15768000,1000000,0,0,0,0,0,1,0,1
Saharanpur,Behat,GEN,KARM SINGH,14,M,GEN,57,IND,319,252563,336576,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Nakur,GEN,DR.DHARAM SINGH SAINI,1,M,GEN,60,BJP,94375,255628,329580,0,Graduate Professional,65599100,13797000,1,1,1,1,1,1,1,1
Saharanpur,Nakur,GEN,IMRAN MASOOD,2,M,GEN,46,INC,90318,255628,329580,6,12th Pass,45048336,0,0,1,0,0,0,1,0,1
Saharanpur,Nakur,GEN,NAVEEN CHOUDHARY,3,M,GEN,38,BSP,65328,255628,329580,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Saharanpur,Nakur,GEN,KAMAL GARG,5,M,GEN,43,IND,944,255628,329580,0,Graduate,9556714,700000,0,0,0,0,0,0,1,1
Saharanpur,Nakur,GEN,VIJAYPAL SINGH,6,M,GEN,56,IND,814,255628,329580,0,Graduate,8679600,1150000,0,0,0,0,0,0,1,0
Saharanpur,Nakur,GEN,RAJPAL SINGH,7,M,GEN,59,IND,813,255628,329580,1,Post Graduate,28863074,2890000,0,0,0,0,0,1,1,1
Saharanpur,Nakur,GEN,RAMKUMAR,8,M,GEN,30,RLD,783,255628,329580,0,10th Pass,1925000,0,0,0,0,0,0,0,0,0
Saharanpur,Nakur,GEN,PARVESH KUMAR,9,M,GEN,40,ASP,295,255628,329580,0,Graduate,11190000,8030000,0,0,0,0,0,1,1,1
Saharanpur,Nakur,GEN,INDU,10,F,GEN,45,IND,245,255628,329580,0,8th Pass,662000,0,0,0,0,0,0,0,0,0
Saharanpur,Nakur,GEN,RAJIV SAINI,11,M,GEN,41,BMUP,245,255628,329580,0,Graduate,12120000,300000,0,0,0,0,0,1,1,1
Saharanpur,Nakur,GEN,ARVIND,12,M,SC,37,IND,140,255628,329580,0,10th Pass,211900,0,0,0,0,0,0,0,1,1
Saharanpur,Saharanpur Nagar,GEN,SANJAY GARG,1,M,GEN,59,SP,127210,272524,393564,0,Graduate Professional,74937760,3306700,0,1,1,1,1,1,1,1
Saharanpur,Saharanpur Nagar,GEN,RAJIV GUMBER,2,M,GEN,47,BJP,122574,272524,393564,3,12th Pass,7169578,150000,1,1,0,0,0,0,0,1
Saharanpur,Saharanpur Nagar,GEN,MUKESH DIXIT,3,M,GEN,47,BSP,17350,272524,393564,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Saharanpur,Saharanpur Nagar,GEN,BHOORA MALIK,4,M,GEN,40,RLD,934,272524,393564,0,Illiterate,2159951,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur Nagar,GEN,TALAT KHAN,5,F,GEN,58,AIMIM,693,272524,393564,0,5th Pass,89060259,0,0,0,0,0,0,1,0,0
Saharanpur,Saharanpur Nagar,GEN,SHABNAM,7,F,GEN,26,IND,594,272524,393564,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur Nagar,GEN,ZAINUL AABIDEEN SIDDIQUI,8,M,GEN,48,PBI,494,272524,393564,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur Nagar,GEN,ROSHAN SINGH,9,M,GEN,26,IND,409,272524,393564,0,Graduate Professional,180000,0,0,0,0,0,0,0,1,0
Saharanpur,Saharanpur Nagar,GEN,BHARAT RAJ,10,M,SC,34,BMUP,386,272524,393564,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur Nagar,GEN,SHIV KUMAR GUPTA,11,M,GEN,62,IND,286,272524,393564,0,8th Pass,76000,0,0,0,0,0,0,1,0,1
Saharanpur,Saharanpur Nagar,GEN,SHIV KUMAR,12,M,SC,44,SWAJANPA,265,272524,393564,0,10th Pass,4220756,0,0,0,0,0,0,1,0,1
Saharanpur,Saharanpur Nagar,GEN,VINAY DHIMAN,13,M,GEN,38,OP,255,272524,393564,0,Graduate,591237,0,0,0,0,0,0,0,1,1
Saharanpur,Saharanpur Nagar,GEN,RAVINDER ARORA,14,M,GEN,51,SHS,223,272524,393564,0,12th Pass,10327000,200000,0,0,0,0,0,1,0,1
Saharanpur,Saharanpur Nagar,GEN,MOHD.MURSLEEN,15,M,GEN,29,IND,161,272524,393564,0,Graduate Professional,126437,0,0,0,0,0,0,0,1,0
Saharanpur,Saharanpur,GEN,MASOOD AKHTAR,1,M,GEN,54,INC,87689,237475,317413,0,Graduate,71346632,4992000,0,1,1,1,0,1,1,0
Saharanpur,Saharanpur,GEN,JAGPAL SINGH,2,M,SC,58,BSP,75365,237475,317413,0,12th Pass,21126970,400000,1,1,0,0,0,1,0,1
Saharanpur,Saharanpur,GEN,MANOJ CHAUDHARY,3,M,GEN,44,BJP,58752,237475,317413,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Saharanpur,Saharanpur,GEN,SAAD ALI KHAN,4,M,GEN,33,IND,10950,237475,317413,0,Post Graduate,7588182,918743,0,0,0,0,0,0,1,1
Saharanpur,Saharanpur,GEN,AYYUB HASAN,6,M,GEN,60,RLD,822,237475,317413,0,8th Pass,3196920,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur,GEN,AMJAD ALI,7,M,GEN,33,LD,774,237475,317413,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur,GEN,SHABNOOR BEGUM,8,F,GEN,39,IND,596,237475,317413,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur,GEN,VIKRAM SAINI,9,M,GEN,37,IND,399,237475,317413,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur,GEN,SULEMAN,11,M,GEN,55,BMUP,256,237475,317413,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur,GEN,SACHIN KUMAR,12,M,GEN,26,BHATARSP,220,237475,317413,0,12th Pass,35300,0,0,0,0,0,0,0,0,0
Saharanpur,Saharanpur,GEN,BABLU,13,M,SC,30,ASP,155,237475,317413,0,Graduate,650185,0,0,0,0,0,0,0,1,0
Saharanpur,Saharanpur,GEN,NAUSHAD,14,M,GEN,29,JANADIP,146,237475,317413,0,8th Pass,177000,0,0,0,0,0,0,0,0,0
Saharanpur,Deoband,GEN,BRIJESH,1,M,GEN,44,BJP,102244,234410,327564,0,Graduate,10704601,3464892,0,1,1,1,1,1,1,1
Saharanpur,Deoband,GEN,MAJID ALI,2,M,GEN,50,BSP,72844,234410,327564,0,Literate,313141134,100139451,0,1,0,0,0,1,0,1
Saharanpur,Deoband,GEN,MAVIA ALI,3,M,GEN,46,SP,55385,234410,327564,2,12th Pass,4374452,0,1,1,0,0,0,0,0,0
Saharanpur,Deoband,GEN,BHUPESHWAR TYAGI,4,M,GEN,62,RLD,1132,234410,327564,0,Graduate,11052100,0,0,0,0,0,0,1,1,1
Saharanpur,Deoband,GEN,DHARMAVIR,6,M,SC,62,BMUP,651,234410,327564,0,12th Pass,6520000,0,0,0,0,0,0,0,0,0
Saharanpur,Deoband,GEN,RAKESH VERMA,7,M,GEN,37,BHATARSP,598,234410,327564,0,8th Pass,289092,0,0,0,0,0,0,0,0,0
Saharanpur,Deoband,GEN,UMAR NAWAZ,8,M,GEN,40,IND,415,234410,327564,0,Graduate,1506296,0,0,0,0,0,0,0,1,1
Saharanpur,Deoband,GEN,ZAHIR FATMA,9,F,GEN,42,IND,239,234410,327564,0,10th Pass,4374452,1700,0,0,0,0,0,0,0,0
Saharanpur,Rampur Maniharan,SC,DEVENDER KUMAR NIM,1,M,SC,47,BJP,76465,218927,297983,0,Graduate,43050274,1000000,0,1,1,1,1,1,1,1
Saharanpur,Rampur Maniharan,SC,RAVINDRA KUMAR MOLHU,2,M,SC,47,BSP,75870,218927,297983,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Saharanpur,Rampur Maniharan,SC,VISHVA DAYAL CHHOTAN,3,M,SC,36,INC,61787,218927,297983,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Saharanpur,Rampur Maniharan,SC,DAYAWATI CHAUDHRY,5,F,SC,64,RLD,696,218927,297983,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Rampur Maniharan,SC,BIJENDRA,6,M,SC,50,IND,689,218927,297983,0,Literate,783500,0,0,0,0,0,0,0,0,0
Saharanpur,Rampur Maniharan,SC,REKHA,7,F,SC,38,IND,579,218927,297983,0,Post Graduate,649771,0,0,0,0,0,0,0,1,0
Saharanpur,Rampur Maniharan,SC,ARVIND JHANJHOT,8,M,SC,41,RGD,523,218927,297983,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Saharanpur,Rampur Maniharan,SC,SURESH KUMAR,9,M,SC,39,BMUP,475,218927,297983,0,Graduate,1199032,18000,1,0,0,0,1,1,1,1
Saharanpur,Rampur Maniharan,SC,ANJU BALA,10,F,SC,32,BHATARSP,391,218927,297983,0,Post Graduate,1202996,112246,0,0,0,0,0,0,1,0
Saharanpur,Rampur Maniharan,SC,BABY,11,F,SC,40,KSJP,256,218927,297983,0,5th Pass,333032,0,0,0,0,0,0,0,0,0
Saharanpur,Rampur Maniharan,SC,KM.LATA,12,F,SC,35,IVD,244,218927,297983,0,Graduate Professional,138500,0,0,0,0,0,0,0,1,0
Saharanpur,Gangoh,GEN,PRADEEP KUMAR,1,M,GEN,46,BJP,99446,257464,357545,5,Post Graduate,13552268,1100420,1,1,1,1,1,1,1,1
Saharanpur,Gangoh,GEN,NAUMAN MASOOD,2,M,GEN,47,INC,61418,257464,357545,0,12th Pass,38774172,0,0,1,0,0,0,1,0,1
Saharanpur,Gangoh,GEN,INDER SAIN,3,M,GEN,51,SP,47219,257464,357545,0,Graduate,10776001,3129295,0,1,0,0,0,1,1,1
Saharanpur,Gangoh,GEN,MAHIPAL SINGH MAJRA,4,M,GEN,66,BSP,44717,257464,357545,2,Others,41936964,3004447,0,1,0,0,0,1,0,1
Saharanpur,Gangoh,GEN,RAJNESH CHAUHAN,5,M,GEN,59,RLD,1054,257464,357545,0,Post Graduate,6219000,500000,0,0,0,0,0,0,1,1
Saharanpur,Gangoh,GEN,YATENDERA,7,M,GEN,44,IND,609,257464,357545,1,Post Graduate,9528912,2433332,0,0,0,0,0,0,1,1
Saharanpur,Gangoh,GEN,SATNAM SINGH,8,M,GEN,63,SARSAMP,579,257464,357545,0,5th Pass,1840050,250000,0,0,0,0,0,0,0,0
Saharanpur,Gangoh,GEN,KAWAR PAL,9,M,GEN,52,IND,526,257464,357545,0,5th Pass,5079717,0,0,0,0,0,0,0,0,0
Saharanpur,Gangoh,GEN,VIKAS KUMAR,10,M,GEN,36,IND,475,257464,357545,0,12th Pass,347240,0,0,0,0,0,0,0,0,0
Saharanpur,Gangoh,GEN,SONU VERMA,11,M,GEN,35,BHATARSP,364,257464,357545,0,10th Pass,153000,0,0,0,0,0,0,0,0,0
Shamli,Kairana,GEN,NAHID HASAN,1,M,GEN,29,SP,98830,209165,300659,3,Graduate Professional,30082127,0,1,1,1,1,0,1,1,0
Shamli,Kairana,GEN,MRIGANKA SINGH,2,F,GEN,57,BJP,77668,209165,300659,0,Post Graduate,29047652,8200000,0,1,0,0,0,1,1,1
Shamli,Kairana,GEN,ANIL KUMAR,3,M,GEN,54,RLD,19992,209165,300659,0,Graduate,145000,0,1,0,1,0,1,1,1,1
Shamli,Kairana,GEN,DIWAKAR DESHWAL,4,M,GEN,29,BSP,6888,209165,300659,0,Graduate Professional,1359419,1150000,0,1,0,0,0,0,1,1
Shamli,Kairana,GEN,MASEEHULLA,5,M,GEN,40,AIMIM,1365,209165,300659,0,Literate,539087,0,0,0,0,0,0,0,0,1
Shamli,Kairana,GEN,SARFARAJ KHAN,6,M,GEN,49,LD,1127,209165,300659,7,8th Pass,14892276,0,0,0,0,0,0,1,0,1
Shamli,Kairana,GEN,SETHPAL,8,M,GEN,49,IND,623,209165,300659,0,8th Pass,14160792,600000,0,0,0,0,0,1,0,0
Shamli,Kairana,GEN,DHARMVEER,9,M,GEN,41,IND,545,209165,300659,0,Literate,263000,0,0,0,0,0,0,0,0,0
Shamli,Kairana,GEN,VINOD KUMAR,10,M,GEN,51,IND,496,209165,300659,2,Post Graduate,23361077,0,1,0,1,1,1,1,1,1
Shamli,Kairana,GEN,SAHENDRA PAL,11,M,GEN,38,BaVaP,290,209165,300659,0,Literate,381000,100000,0,0,0,0,0,0,0,0
Shamli,Kairana,GEN,SANDEEP,12,M,GEN,28,BMUP,250,209165,300659,0,Graduate,57000,0,0,0,0,0,0,0,1,0
Shamli,Thana Bhawan,GEN,ABDUL WARIS KHAN,2,M,GEN,36,BSP,74178,212707,311405,0,Graduate Professional,58806919,17974,0,1,0,0,0,1,1,0
Shamli,Thana Bhawan,GEN,JAVED RAO,3,M,GEN,43,RLD,31275,212707,311405,0,Literate,57542000,348000,0,0,0,0,0,1,0,1
Shamli,Thana Bhawan,GEN,SUDHIR KUMAR,4,M,GEN,56,SP,13480,212707,311405,0,Graduate,603000,0,1,1,0,0,0,1,1,1
Shamli,Thana Bhawan,GEN,MOHD NASIR,6,M,GEN,25,BMUP,561,212707,311405,0,Literate,713200,0,0,0,0,0,0,0,0,1
Shamli,Thana Bhawan,GEN,RAHAT ALI,7,M,GEN,37,IND,378,212707,311405,0,10th Pass,6038157,0,0,0,0,0,0,0,0,1
Shamli,Thana Bhawan,GEN,SUNIL,8,M,GEN,44,IND,318,212707,311405,0,Not Given,15778,0,0,0,0,0,0,0,1,0
Shamli,Thana Bhawan,GEN,SAHDEV,9,M,GEN,47,IND,225,212707,311405,1,12th Pass,1578407,0,0,0,0,0,0,0,0,0
Shamli,Thana Bhawan,GEN,MANJU,10,F,GEN,32,IND,210,212707,311405,0,Literate,185000,0,0,0,0,0,0,0,0,0
Shamli,Thana Bhawan,GEN,PARVEZ ALI,11,M,GEN,43,IND,188,212707,311405,0,Literate,0,0,0,0,0,0,0,0,0,0
Shamli,Shamli,GEN,TEJENDRA NIRWAL,1,M,GEN,51,BJP,70085,196355,299856,0,Post Graduate,15258057,3106162,0,1,1,1,0,1,1,0
Shamli,Shamli,GEN,PANKAJ KUMAR MALIK,2,M,GEN,38,INC,40365,196355,299856,0,Graduate Professional,53591729,3567200,1,1,0,0,0,1,1,1
Shamli,Shamli,GEN,BIJENDRA SINGH,3,M,GEN,44,RLD,33551,196355,299856,0,12th Pass,8988096,0,0,0,0,0,0,1,1,1
Shamli,Shamli,GEN,MANISH KUMAR,4,M,GEN,34,IND,31824,196355,299856,0,Graduate,34923000,180000,0,0,0,0,0,1,1,1
Shamli,Shamli,GEN,MOHAMMAD ISLAM,5,M,GEN,58,BSP,17114,196355,299856,0,12th Pass,26123911,0,0,1,0,0,0,1,0,1
Shamli,Shamli,GEN,BILAL A,7,M,GEN,27,PECP,820,196355,299856,0,8th Pass,1523000,0,0,0,0,0,0,0,0,0
Shamli,Shamli,GEN,SANJEEV KUMAR,8,M,GEN,40,IND,379,196355,299856,0,Graduate Professional,780587,0,0,0,0,1,0,1,1,1
Shamli,Shamli,GEN,MOHD. GUFRAN KAZMI,9,M,GEN,39,IND,294,196355,299856,0,Post Graduate,25634604,0,0,0,0,0,0,1,1,0
Shamli,Shamli,GEN,SANJEEV,10,M,GEN,34,IND,294,196355,299856,0,Literate,111000,0,0,0,0,0,0,0,0,0
Shamli,Shamli,GEN,ARVIND KUMAR,11,M,SC,42,BMUP,278,196355,299856,0,Others,491000,105000,0,0,0,0,0,1,1,1
Shamli,Shamli,GEN,OMPAL,12,M,SC,56,BJD(T),233,196355,299856,0,Illiterate,160500,0,0,0,0,0,0,0,0,0
Shamli,Shamli,GEN,LOKENDRA KUMAR,13,M,GEN,45,IND,209,196355,299856,0,Literate,2286401,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Budhana,GEN,UMESH MALIK,1,M,GEN,51,BJP,97781,241134,359140,6,Graduate,17353868,4093085,0,1,1,1,1,1,1,1
Muzaffarnagar,Budhana,GEN,PRAMOD TYAGI,2,M,GEN,62,SP,84580,241134,359140,0,Graduate Professional,28859396,1175000,0,1,0,0,0,1,1,1
Muzaffarnagar,Budhana,GEN,SAEEDA BEGAM,3,F,GEN,42,BSP,30034,241134,359140,0,Literate,106500556,23668728,0,1,0,0,0,1,0,1
Muzaffarnagar,Budhana,GEN,YOGRAJ SINGH,4,M,GEN,44,RLD,23732,241134,359140,0,12th Pass,24794535,2200000,0,0,0,0,0,1,0,1
Muzaffarnagar,Budhana,GEN,SHOBHA RAM,6,M,GEN,65,IND,699,241134,359140,0,Literate,10051542,0,0,0,0,0,0,1,0,0
Muzaffarnagar,Budhana,GEN,MOHD. RASHEED KASSAR,7,M,GEN,39,IND,666,241134,359140,0,Literate,1917200,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Budhana,GEN,DINESH KUMAR,8,M,SC,25,NINSHAD,611,241134,359140,0,Graduate,114000,0,0,0,0,0,0,1,1,1
Muzaffarnagar,Budhana,GEN,JAMEEL,9,M,GEN,63,NaLP,400,241134,359140,0,8th Pass,470000,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Budhana,GEN,MANOJ,10,M,GEN,39,RKMP,361,241134,359140,0,12th Pass,180002,0,0,0,0,0,0,1,1,1
Muzaffarnagar,Budhana,GEN,RIZWAN,11,M,GEN,32,IND,276,241134,359140,0,Post Graduate,1202000,0,0,0,0,0,0,0,1,0
Muzaffarnagar,Budhana,GEN,CH. RAJKUMAR BALIYAN,12,M,GEN,58,IND,222,241134,359140,0,10th Pass,520000,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Budhana,GEN,SUMAT PAL KASHYAP,13,M,GEN,59,SHS,145,241134,359140,0,Literate,1221000,40000,0,0,0,0,0,0,0,0
Muzaffarnagar,Budhana,GEN,JAGAPAL,14,M,GEN,56,IND,136,241134,359140,0,Literate,331000,79000,0,0,0,0,0,0,0,0
Muzaffarnagar,Budhana,GEN,ANIL,15,M,GEN,53,IND,106,241134,359140,0,Literate,123000,0,0,0,0,1,1,0,1,1
Muzaffarnagar,Budhana,GEN,MOHD. GULAFAM,16,M,GEN,46,IND,81,241134,359140,1,10th Pass,18986000,600000,0,0,0,0,0,1,0,0
Muzaffarnagar,Charthawal,GEN,VIJAY KUMAR KASHYAP,1,M,GEN,50,BJP,82046,206982,314338,0,Post Graduate,6690080,50000,0,1,0,1,1,0,1,1
Muzaffarnagar,Charthawal,GEN,MUKESH KUMAR CHAUDHARY,2,M,GEN,42,SP,58815,206982,314338,3,Graduate,114431171,13500000,0,1,0,0,0,1,1,1
Muzaffarnagar,Charthawal,GEN,NOOR SALEEM RANA,3,M,GEN,46,BSP,47704,206982,314338,2,12th Pass,144146055,33419066,1,1,0,0,0,1,0,1
Muzaffarnagar,Charthawal,GEN,SALMAN ZAIDI,4,M,GEN,40,RLD,14442,206982,314338,0,8th Pass,70026729,1143000,0,0,0,0,0,1,0,1
Muzaffarnagar,Charthawal,GEN,VISHAL KUMAR,6,M,GEN,38,NINSHAD,975,206982,314338,6,Literate,5803000,250000,0,0,0,0,0,0,0,0
Muzaffarnagar,Charthawal,GEN,AMITA SINGH,7,F,GEN,59,LD,549,206982,314338,0,Others,10003000,1270000,0,0,0,0,0,1,0,0
Muzaffarnagar,Charthawal,GEN,ADESH KUMAR,8,M,SC,48,IND,444,206982,314338,0,Literate,2821000,0,0,0,0,0,0,0,1,1
Muzaffarnagar,Charthawal,GEN,FURAKAN,9,M,GEN,48,IND,385,206982,314338,1,12th Pass,10117000,0,0,0,0,0,0,1,0,1
Muzaffarnagar,Charthawal,GEN,JAIPAL SINGH SAINI,10,M,GEN,66,JSP,305,206982,314338,0,10th Pass,2560000,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Charthawal,GEN,ARSAD MANSURI,11,M,GEN,36,ABVCP,281,206982,314338,4,8th Pass,2120000,1390000,0,0,0,0,0,0,0,1
Muzaffarnagar,Purqazi,SC,PRAMOD UTWAL,1,M,SC,49,BJP,77491,204336,313968,0,8th Pass,9935502,0,0,1,0,0,1,0,0,1
Muzaffarnagar,Purqazi,SC,DEEPAK KUMAR,2,M,SC,60,INC,66238,204336,313968,0,8th Pass,1884067,0,0,1,0,0,0,1,1,1
Muzaffarnagar,Purqazi,SC,CHOTI,4,F,SC,43,RLD,8227,204336,313968,0,Literate,1533945,5519991,0,0,0,0,0,0,0,1
Muzaffarnagar,Purqazi,SC,UMA KIRAN,5,F,SC,51,SP,2570,204336,313968,0,Post Graduate,7039043,800000,0,1,0,0,0,0,1,1
Muzaffarnagar,Purqazi,SC,KAVITA,7,F,SC,30,NINSHAD,871,204336,313968,0,10th Pass,214000,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Purqazi,SC,MANOJ KUMAR,9,M,SC,33,IND,298,204336,313968,0,10th Pass,2036761,250000,1,0,0,0,0,1,1,1
Muzaffarnagar,Purqazi,SC,MITVA BHANVAR,10,M,SC,41,NaLP,260,204336,313968,0,8th Pass,201000,0,0,0,0,0,0,0,0,1
Muzaffarnagar,Purqazi,SC,AATMARAM,11,M,SC,61,IND,245,204336,313968,0,Literate,782500,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Muzaffar Nagar,GEN,KAPIL DEV AGARWAL,1,M,GEN,53,BJP,97838,215602,334332,0,Graduate,14597109,4365284,1,1,1,1,1,1,1,1
Muzaffarnagar,Muzaffar Nagar,GEN,GAURAV SWARUP BANSAL,2,M,GEN,47,SP,87134,215602,334332,0,Graduate,33727841,9440436,0,1,0,0,0,1,1,1
Muzaffarnagar,Muzaffar Nagar,GEN,RAKESH KUMAR SHARMA,3,M,GEN,45,BSP,21038,215602,334332,0,Graduate,4585401,2422359,0,1,0,0,0,0,1,1
Muzaffarnagar,Muzaffar Nagar,GEN,PAYAL MAHESHWARI,4,F,GEN,29,RLD,5640,215602,334332,0,Literate,9172637,1437562,0,0,0,0,0,0,0,1
Muzaffarnagar,Muzaffar Nagar,GEN,SANGITA,6,F,GEN,42,IND,1008,215602,334332,0,Graduate,4444845,0,0,0,0,0,0,0,1,1
Muzaffarnagar,Muzaffar Nagar,GEN,MURTAZA SALMANI,7,M,GEN,27,CPI,491,215602,334332,0,12th Pass,3510000,0,0,1,0,0,0,0,0,0
Muzaffarnagar,Muzaffar Nagar,GEN,SHAHZAMA KHAN,8,M,GEN,30,IND,249,215602,334332,0,Graduate,53007,0,0,0,0,0,0,0,1,0
Muzaffarnagar,Muzaffar Nagar,GEN,ZAKIR ALI RANA,9,M,GEN,55,IND,240,215602,334332,1,12th Pass,46819551,0,0,0,0,0,0,1,0,1
Muzaffarnagar,Muzaffar Nagar,GEN,RAJ KISHOR,10,M,GEN,55,IND,199,215602,334332,0,10th Pass,5062000,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Muzaffar Nagar,GEN,KRISHAN PAL SINGH,11,M,GEN,58,BLokSP,177,215602,334332,0,10th Pass,5381755,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Muzaffar Nagar,GEN,JAMSHED,12,M,GEN,54,IND,131,215602,334332,0,Post Graduate,8202474,70000,0,0,0,0,0,0,1,0
Muzaffarnagar,Muzaffar Nagar,GEN,KARAN SINGH SAINI,13,M,GEN,48,JSP,92,215602,334332,0,Post Graduate,34500,0,0,0,0,0,0,0,1,0
Muzaffarnagar,Muzaffar Nagar,GEN,REENU ALIAS SAKSHI,14,F,GEN,25,ABHM,81,215602,334332,0,8th Pass,50000,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Muzaffar Nagar,GEN,BABITA,15,F,GEN,39,BRJ,55,215602,334332,0,10th Pass,480000,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Muzaffar Nagar,GEN,SANJAY KUMAR,16,M,GEN,44,BJD(T),52,215602,334332,1,Doctorate,20731497,8304109,0,0,1,1,1,1,1,1
Muzaffarnagar,Muzaffar Nagar,GEN,RISHI RAM,17,M,GEN,51,IND,44,215602,334332,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Khatauli,GEN,VIKRAM SINGH,1,M,GEN,48,BJP,94771,213118,298738,0,12th Pass,5810000,700000,1,1,1,1,1,1,1,1
Muzaffarnagar,Khatauli,GEN,CHANDAN SINGH CHAUHAN,2,M,GEN,28,SP,63397,213118,298738,0,Graduate Professional,31031100,1436492,0,1,0,0,0,1,1,1
Muzaffarnagar,Khatauli,GEN,SHIVAN SINGH SAINI,3,M,GEN,33,BSP,37380,213118,298738,0,12th Pass,60035151,2455922,0,1,0,0,0,1,0,1
Muzaffarnagar,Khatauli,GEN,SHAHNAWAZ RANA,4,M,GEN,44,RLD,12846,213118,298738,13,Graduate Professional,71241239,12023000,0,0,0,0,0,1,1,1
Muzaffarnagar,Khatauli,GEN,BRAHM SINGH,5,M,GEN,59,CPI,823,213118,298738,0,10th Pass,6708346,1139000,0,1,0,0,0,0,0,1
Muzaffarnagar,Khatauli,GEN,JANARDAN SHARMA,7,M,GEN,64,HINUP,626,213118,298738,0,Post Graduate,2756641,612000,0,0,0,0,0,0,1,1
Muzaffarnagar,Khatauli,GEN,YAJPAL,8,M,GEN,61,IND,598,213118,298738,0,10th Pass,593100,0,0,0,0,0,0,0,0,0
Muzaffarnagar,Khatauli,GEN,SURENDRA KUMAR,9,M,GEN,30,ABHM,332,213118,298738,0,Post Graduate,5705000,1460000,0,0,0,0,0,0,1,1
Muzaffarnagar,Khatauli,GEN,ADESH,10,M,SC,29,BBPP,315,213118,298738,0,8th Pass,43110,0,0,0,0,0,0,0,0,0
