DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,POSITION,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTALVALIDVOTESPOLLED,TOTAL VOTES POLLED,TotalElectors,Criminal Case,Education,Total_Assets,Liabilities_P,Recontesting,National_party_candidate,Winner_corepathi,Winner_graduate_above,Winner_filed_ITR,Cand_corepathi,Cand_graduate_above,Cand_filed_ITR
Kapurthala,Kapurthala,GEN,SATISH KUMAR NAHAR,8,M,SC,41,RKSP,392,105666,141299,4,12th Pass,2000,0,0,0,0,0,0,0,0,0
Kapurthala,Sultanpur Lodhi,GEN,NAVTEJ SINGH CHEEMA,1,M,GEN,41,INC,41843,108486,141015,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Kapurthala,Sultanpur Lodhi,GEN,UPINDERJIT KAUR,2,F,GEN,77,SAD,33681,108486,141015,0,Doctorate,43457377,0,0,0,0,0,0,1,1,1
Kapurthala,Sultanpur Lodhi,GEN,SAJJAN SINGH CHEEMA,3,M,GEN,59,AAAP,28017,108486,141015,0,Graduate,16570440,550000,0,1,0,0,0,1,1,1
Kapurthala,Sultanpur Lodhi,GEN,PIYARA SINGH JAINPURI,4,M,GEN,61,BSP,1049,108486,141015,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Kapurthala,Sultanpur Lodhi,GEN,BALWANT SINGH SULTANPURI,6,M,SC,62,BSP(A),806,108486,141015,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Kapurthala,Sultanpur Lodhi,GEN,MUKHTIYAR SINGH,9,M,GEN,34,SAD(M),397,108486,141015,0,10th Pass,7446824,1150000,0,0,0,0,0,0,0,1
Kapurthala,Sultanpur Lodhi,GEN,LAKHWINDER SINGH DESAL,10,M,SC,28,IND,296,108486,141015,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Kapurthala,Sultanpur Lodhi,GEN,GURJOT SINGH,11,M,SC,25,IND,169,108486,141015,0,10th Pass,210000,0,0,0,0,0,0,0,0,0
Kapurthala,Sultanpur Lodhi,GEN,SURAT SINGH,12,M,SC,60,APPA,166,108486,141015,0,10th Pass,1935000,300000,0,0,0,0,0,0,0,1
Kapurthala,Phagwara,SC,SOM PARKASH,1,M,SC,67,BJP,45479,129948,178370,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Kapurthala,Phagwara,SC,JOGINDER SINGH MANN,2,M,SC,66,INC,43470,129948,178370,0,12th Pass,9433562,2079594,0,1,0,0,0,0,0,1
Kapurthala,Phagwara,SC,JARNAIL NANGAL,3,M,SC,43,AAAP,32374,129948,178370,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Kapurthala,Phagwara,SC,SURINDER DHANDA,4,M,SC,39,BSP,6160,129948,178370,0,10th Pass,925391,0,0,1,0,0,0,0,0,1
Kapurthala,Phagwara,SC,ASHWANI KUMAR SAHOTA,6,M,SC,28,IND,498,129948,178370,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Kapurthala,Phagwara,SC,TIRATH RAM,7,M,SC,62,BMUP,399,129948,178370,1,8th Pass,50000,0,0,0,0,0,0,0,0,1
Kapurthala,Phagwara,SC,TULSI RAM KHOSLA,8,M,SC,49,BSP(A),375,129948,178370,0,12th Pass,4348000,450000,0,0,0,0,0,0,0,1
Jalandhar,Phillaur,SC,BALDEV SINGH KHAIRA,1,M,SC,36,SAD,41336,147053,193958,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Phillaur,SC,VIKRAMJIT SINGH CHAUDHARY,2,M,SC,39,INC,37859,147053,193958,0,Graduate,11471329,270000,0,1,0,0,0,1,1,1
Jalandhar,Phillaur,SC,SAROOP SINGH KADIANA,3,M,SC,42,AAAP,35779,147053,193958,0,10th Pass,4023184,40224,0,1,0,0,0,0,0,1
Jalandhar,Phillaur,SC,AVTAR SINGH KARIMPURI,4,M,SC,52,BSP,28035,147053,193958,0,Post Graduate,20553630,3460514,0,1,0,0,0,1,1,1
Jalandhar,Phillaur,SC,PARMJIT RANDHAWA,5,M,SC,54,RMPOI,1857,147053,193958,0,8th Pass,806950,23850,0,0,0,0,0,0,0,0
Jalandhar,Phillaur,SC,SANJAY KUMAR SHALU,7,M,SC,27,LIP,401,147053,193958,0,Graduate,799121,0,0,0,0,0,0,0,1,0
Jalandhar,Nakodar,GEN,GURPRATAP SINGH WADALA,1,M,GEN,53,SAD,56241,143380,185071,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Nakodar,GEN,SARWAN SINGH HAYER,2,M,GEN,56,AAAP,37834,143380,185071,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Nakodar,GEN,JAGBIR SINGH BRAR,3,M,GEN,54,INC,35633,143380,185071,0,Graduate Professional,67678132,19188548,0,1,0,0,0,1,1,1
Jalandhar,Nakodar,GEN,TARANPAL SINGH,4,M,GEN,59,BSP,8284,143380,185071,0,8th Pass,23397928,11389330,0,1,0,0,0,1,0,0
Jalandhar,Nakodar,GEN,GURBINDER SINGH ATWAL,5,M,GEN,65,IND,1664,143380,185071,0,Graduate Professional,34290000,980000,0,0,0,0,0,1,1,1
Jalandhar,Nakodar,GEN,SANTOKH SINGH BILGA,6,M,GEN,51,RMPOI,1517,143380,185071,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Nakodar,GEN,INDERJIT KAUR,8,F,SC,52,BSP(A),465,143380,185071,0,Illiterate,10500,0,0,0,0,0,0,0,0,0
Jalandhar,Nakodar,GEN,KUSUM SHARMA,9,F,GEN,51,IND,353,143380,185071,0,Graduate,9891000,600000,0,0,0,0,0,0,1,1
Jalandhar,Nakodar,GEN,GURMAIL SINGH KALER,10,M,SC,47,APPA,292,143380,185071,0,10th Pass,2330500,0,0,0,0,0,0,0,0,1
Jalandhar,Shahkot,GEN,AJIT SINGH KOHAR,1,M,GEN,78,SAD,46913,135358,172255,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Shahkot,GEN,HARDEV SINGH LADI,2,M,GEN,49,INC,42008,135358,172255,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Shahkot,GEN,AMARJIT SINGH MEHATPUR,3,M,GEN,34,AAAP,41010,135358,172255,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Shahkot,GEN,CHARANJIT KUMAR NAHAR,4,M,SC,35,BSP,952,135358,172255,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Shahkot,GEN,BACHITTAR SINGH,5,M,GEN,62,CPM,903,135358,172255,0,10th Pass,7479000,650000,0,0,0,0,0,0,0,0
Jalandhar,Shahkot,GEN,GURBAX KAUR,7,F,SC,50,IND,684,135358,172255,0,5th Pass,774243,12000,0,0,0,0,0,0,0,0
Jalandhar,Shahkot,GEN,TARA SINGH GILL,8,M,SC,50,BSP(A),644,135358,172255,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Shahkot,GEN,SULAKHAN SINGH,9,M,GEN,63,SAD(M),547,135358,172255,0,10th Pass,5014759,230029,0,0,0,0,0,0,0,1
Jalandhar,Shahkot,GEN,HARSHDEEP SINGH SANDHU,10,M,GEN,32,APPA,325,135358,172255,0,8th Pass,15791000,3500000,0,0,0,0,0,1,0,1
Jalandhar,Shahkot,GEN,GURCHARAN SINGH,11,M,SC,30,IKL,299,135358,172255,0,5th Pass,40000,0,0,0,0,0,0,0,0,0
Jalandhar,Shahkot,GEN,PAL SINGH,12,M,SC,47,AITC,222,135358,172255,0,10th Pass,6724455,1009410,0,1,0,0,0,0,0,1
Jalandhar,Kartarpur,SC,CHAUDHARY SURINDER SINGH,1,M,SC,60,INC,46729,126431,170852,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Kartarpur,SC,SETH SAT PAUL,2,M,SC,62,SAD,40709,126431,170852,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Kartarpur,SC,CHANDER KUMAR GREWAL,3,M,SC,45,AAAP,29981,126431,170852,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Kartarpur,SC,BALWINDER KUMAR,4,M,SC,38,BSP,5208,126431,170852,0,Post Graduate,529008,0,0,1,0,0,0,0,1,0
Jalandhar,Kartarpur,SC,KASHMIR SINGH GHUGSHORE,5,M,SC,37,IND,1383,126431,170852,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Kartarpur,SC,LUBHAYA RAM THAPAR,7,M,SC,52,IND,290,126431,170852,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Kartarpur,SC,GURMUKH SINGH  KHOSLA,8,M,SC,38,DBSP,270,126431,170852,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Kartarpur,SC,EX. SUB. HARI SINGH,9,M,SC,66,IND,246,126431,170852,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Kartarpur,SC,PARAMJOT GILL,10,F,SC,38,BSP(A),167,126431,170852,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Jalandhar,Kartarpur,SC,USHA MAHI,11,F,SC,44,IND,164,126431,170852,0,12th Pass,907000,0,0,0,0,0,0,0,0,1
Jalandhar,Kartarpur,SC,BALVIR KAUR,12,F,SC,49,RKSP,117,126431,170852,0,10th Pass,280000,0,0,0,0,0,0,0,0,0
Jalandhar,Jalandhar West,SC,SUSHIL KUMAR RINKU,1,M,SC,40,INC,53983,110907,151884,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Jalandhar West,SC,MAHINDER PAL BHAGAT,2,M,SC,59,BJP,36649,110907,151884,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Jalandhar West,SC,DARSHAN LAL BHAGAT,3,M,SC,55,AAAP,15364,110907,151884,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Jalandhar West,SC,SURINDER MAHEY,4,M,SC,59,IND,1345,110907,151884,0,8th Pass,11377058,20084480,0,0,0,0,0,1,0,1
Jalandhar,Jalandhar West,SC,PARAMJEET MALL,6,M,SC,47,BSP,1099,110907,151884,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Jalandhar West,SC,SUBHASH GORIA,7,M,SC,43,SHS,760,110907,151884,0,10th Pass,3017401,913838,0,0,0,0,0,0,0,1
Jalandhar,Jalandhar West,SC,JUGAL KISHORE,8,M,SC,61,APPA,239,110907,151884,0,Others,3613000,0,0,0,0,0,0,0,0,1
Jalandhar,Jalandhar Central,GEN,RAJINDER BERI,1,M,GEN,54,INC,55518,107014,155905,0,12th Pass,21623608,0,0,1,1,0,1,1,0,1
Jalandhar,Jalandhar Central,GEN,MANORANJAN KALIA,2,M,GEN,58,BJP,31440,107014,155905,0,Graduate Professional,24269017,0,1,1,0,0,0,1,1,1
Jalandhar,Jalandhar Central,GEN,DR. SANJIV SHARMA,3,M,GEN,53,AAAP,15269,107014,155905,0,Post Graduate,50461881,19892,0,1,0,0,0,1,1,1
Jalandhar,Jalandhar Central,GEN,MADAN BHATTI,4,M,SC,52,BSP,1261,107014,155905,0,10th Pass,3795825,0,0,1,0,0,0,0,0,1
Jalandhar,Jalandhar Central,GEN,TARANDIP SINGH,6,M,GEN,35,AITC,529,107014,155905,0,10th Pass,3935898,636389,0,1,0,0,0,0,0,1
Jalandhar,Jalandhar Central,GEN,PARMINDER SINGH CHEEMA,7,M,GEN,38,SAD(M),312,107014,155905,0,8th Pass,11379341,529912,0,0,0,0,0,1,0,0
Jalandhar,Jalandhar Central,GEN,ROHIT JOSHI,8,M,GEN,31,SHS,309,107014,155905,0,12th Pass,396731,30000,0,0,0,0,0,0,0,1
Jalandhar,Jalandhar Central,GEN,RANVIR SINGH,9,M,GEN,42,NCP,271,107014,155905,0,10th Pass,349000,0,0,1,0,0,0,0,0,1
Jalandhar,Jalandhar Central,GEN,RAJESHWAR KUMAR,10,M,SC,30,IND,254,107014,155905,1,Illiterate,84617,0,0,0,0,0,0,0,0,1
Jalandhar,Jalandhar Central,GEN,VIKRAM KULJIT SINGH,11,M,GEN,33,KYP,140,107014,155905,0,Graduate Professional,188000,0,0,0,0,0,0,0,1,0
Jalandhar,Jalandhar North,GEN,AVTAR SINGH JUNIOR,1,M,GEN,37,INC,69715,124586,172431,0,12th Pass,234356643,0,0,1,1,0,1,1,0,1
Jalandhar,Jalandhar North,GEN,K D BHANDARI,2,M,GEN,56,BJP,37424,124586,172431,0,Graduate,28663196,0,1,1,0,0,0,1,1,1
Jalandhar,Jalandhar North,GEN,GULSHAN SHARMA,3,M,GEN,60,AAAP,13386,124586,172431,0,Graduate Professional,42162531,0,0,1,0,0,0,1,1,1
Jalandhar,Jalandhar North,GEN,HARDWARI LAL,4,M,GEN,46,BSP,1506,124586,172431,0,12th Pass,7044940,0,0,1,0,0,0,0,0,1
Jalandhar,Jalandhar North,GEN,GAURAV LUTHRA,6,M,GEN,29,IND,240,124586,172431,1,12th Pass,335432,0,0,0,0,0,0,0,0,1
Jalandhar,Jalandhar North,GEN,SURINDER SINGH ARORA,7,M,GEN,45,NCP,219,124586,172431,0,8th Pass,3285000,984000,0,1,0,0,0,0,0,1
Jalandhar,Jalandhar North,GEN,NARESH GUPTA,8,M,GEN,44,APPA,208,124586,172431,0,12th Pass,16539023,2860000,0,0,0,0,0,1,0,1
Jalandhar,Jalandhar North,GEN,ANTARJOT SINGH,9,M,GEN,35,KYP,198,124586,172431,0,8th Pass,364677,0,0,0,0,0,0,0,0,1
Jalandhar,Jalandhar North,GEN,ANIL KUMAR SINGH,10,M,GEN,37,IND,157,124586,172431,0,8th Pass,800000,0,0,0,0,0,0,0,0,0
Jalandhar,Jalandhar North,GEN,KEWAL BHATTI,11,M,GEN,53,BMUP,153,124586,172431,0,8th Pass,5322000,0,0,0,0,0,0,0,0,0
Jalandhar,Jalandhar North,GEN,KEWAL SINGH BHASULLA,12,M,GEN,64,HSS,103,124586,172431,0,12th Pass,8315000,148000,0,0,0,0,0,0,0,1
Jalandhar,Jalandhar Cantt.,GEN,PARGAT SINGH POWAR,1,M,GEN,52,INC,59349,126986,184483,0,Graduate,23879591,4936596,1,1,1,1,1,1,1,1
Jalandhar,Jalandhar Cantt.,GEN,SARABJIT SINGH MAKKAR,2,M,GEN,57,SAD,30225,126986,184483,0,8th Pass,599909688,28754496,0,0,0,0,0,1,0,1
Jalandhar,Jalandhar Cantt.,GEN,HARKRISHAN SINGH WALIA,3,M,GEN,37,AAAP,25912,126986,184483,0,12th Pass,42101943,5963300,0,1,0,0,0,1,0,1
Jalandhar,Jalandhar Cantt.,GEN,AMRIK BAGRI,4,M,GEN,44,BSP,7987,126986,184483,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Jalandhar,Jalandhar Cantt.,GEN,DHARAM PAL,6,M,SC,46,BSP(A),503,126986,184483,0,5th Pass,257000,0,0,0,0,0,0,0,0,0
Jalandhar,Jalandhar Cantt.,GEN,HARVINDER SINGH,7,M,SC,34,DPI,440,126986,184483,0,12th Pass,1358000,30000,0,0,0,0,0,0,0,0
Jalandhar,Jalandhar Cantt.,GEN,GURMUKH SINGH,8,M,GEN,42,SAD(M),346,126986,184483,0,12th Pass,595000,0,0,0,0,0,0,0,0,0
Jalandhar,Adampur,SC,PAWAN KUMAR TINU,1,M,SC,51,SAD,45229,116316,158413,0,Graduate,25607000,587000,1,0,1,1,1,1,1,1
Jalandhar,Adampur,SC,MOHINDER SINGH KAYPEE,2,M,SC,59,INC,37530,116316,158413,0,Graduate Professional,54865734,5349113,0,1,0,0,0,1,1,1
Jalandhar,Adampur,SC,HANS RAJ RANA,3,M,SC,53,AAAP,25239,116316,158413,0,10th Pass,11971627,143940,0,1,0,0,0,1,0,1
Jalandhar,Adampur,SC,GURDIAL BAINS,5,M,SC,58,CPM,791,116316,158413,1,10th Pass,3868756,0,0,0,0,0,0,0,0,1
Jalandhar,Adampur,SC,NIRMAL SINGH BOLINA,6,M,SC,75,SAD(M),672,116316,158413,0,Post Graduate,40840000,0,0,0,0,0,0,1,1,1
Jalandhar,Adampur,SC,MANJIT KAUR,9,F,SC,42,JJJKP,252,116316,158413,0,5th Pass,20000,0,0,0,0,0,0,0,1,1
Hoshiarpur,Mukerian,GEN,RAJNISH KUMAR BABBI,1,M,GEN,57,INC,56787,136138,192224,0,Graduate,49621737,696584,1,1,1,1,1,1,1,1
Hoshiarpur,Mukerian,GEN,ARUNESH KUMAR,2,M,GEN,65,BJP,33661,136138,192224,0,Post Graduate,22807047,0,0,1,0,0,0,1,1,1
Hoshiarpur,Mukerian,GEN,JANGI LAL MAHAJAN,3,M,GEN,69,IND,20542,136138,192224,0,10th Pass,36930884,0,0,0,0,0,0,1,0,1
Hoshiarpur,Mukerian,GEN,KARAMJIT SINGH,5,M,SC,38,BSP,2718,136138,192224,0,10th Pass,12433524,1400000,0,1,0,0,0,1,0,1
Hoshiarpur,Mukerian,GEN,GURVATAN SINGH,6,M,GEN,72,SAD(M),1227,136138,192224,0,10th Pass,3435000,0,0,0,0,0,0,0,0,0
Hoshiarpur,Mukerian,GEN,DHARMINDER SINGH,7,M,GEN,26,RMPOI,1173,136138,192224,1,10th Pass,620000,63166,0,0,0,0,0,0,0,0
Hoshiarpur,Mukerian,GEN,RAJ MAL,9,M,GEN,74,APPA,601,136138,192224,0,Graduate Professional,77190000,950000,0,0,0,0,0,1,1,0
Hoshiarpur,Mukerian,GEN,SUMITRI DEVI,10,F,GEN,56,SHS,524,136138,192224,0,Post Graduate,4265438,0,0,0,0,0,0,0,1,0
Hoshiarpur,Mukerian,GEN,BHAJAN SINGH,11,M,SC,40,BDPty,405,136138,192224,0,10th Pass,3797000,0,0,0,0,0,0,0,0,0
Hoshiarpur,Mukerian,GEN,KULDEEP KUMAR,12,M,SC,28,HSS,240,136138,192224,0,Not Given,30000,0,0,0,0,0,0,0,0,0
Hoshiarpur,Dasuya,GEN,ARUN DOGRA,1,M,GEN,49,INC,56527,131177,189486,0,10th Pass,60394947,0,0,1,1,0,1,1,0,1
Hoshiarpur,Dasuya,GEN,SUKHJIT KAUR,2,F,GEN,56,BJP,38889,131177,189486,0,12th Pass,6103935,9357849,1,1,0,0,0,0,0,1
Hoshiarpur,Dasuya,GEN,BALBIR KAUR,3,F,GEN,50,AAAP,16330,131177,189486,0,10th Pass,32075318,0,0,1,0,0,0,1,0,1
Hoshiarpur,Dasuya,GEN,JAGMOHAN SINGH,4,M,GEN,61,IND,9926,131177,189486,2,8th Pass,14832779,4850656,0,0,0,0,0,1,0,1
Hoshiarpur,Dasuya,GEN,JAGPREET SINGH SAHI,5,M,GEN,48,BSP,3180,131177,189486,0,12th Pass,12417914,1417837,0,1,0,0,0,1,0,1
Hoshiarpur,Dasuya,GEN,PARAMJIT,6,M,GEN,43,IND,1310,131177,189486,0,12th Pass,35798300,500000,0,0,0,0,0,1,0,1
Hoshiarpur,Dasuya,GEN,LAWRENCE CHAUDHARY,9,M,GEN,45,APPA,968,131177,189486,0,Graduate,164433,170179,0,0,0,0,0,0,1,0
Hoshiarpur,Dasuya,GEN,SUKHA SINGH,10,M,GEN,62,CPI,849,131177,189486,0,Illiterate,6871000,0,0,1,0,0,0,0,0,0
Hoshiarpur,Dasuya,GEN,CHARANJIT SINGH,11,M,GEN,42,DPIN,251,131177,189486,2,Others,183600958,0,0,0,0,0,0,1,1,1
Hoshiarpur,Dasuya,GEN,SARBJIT SINGH,12,M,GEN,45,HSS,244,131177,189486,0,Post Graduate,33914329,2123035,0,0,0,0,0,1,1,1
Hoshiarpur,Urmar,GEN,SANGAT SINGH GILZIAN,1,M,GEN,63,INC,51477,126428,176265,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Hoshiarpur,Urmar,GEN,ARBINDER SINGH RASULPUR,2,M,GEN,67,SAD,36523,126428,176265,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Hoshiarpur,Urmar,GEN,JASVIR SINGH GILL (RAJA),3,M,GEN,47,AAAP,32445,126428,176265,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Hoshiarpur,Urmar,GEN,GURBAKHASH SINGH,4,M,GEN,38,BSP,1720,126428,176265,0,Graduate Professional,11033397,1624537,0,1,0,0,0,1,1,1
Hoshiarpur,Urmar,GEN,VIKAS JASRA,7,M,GEN,34,HSS,543,126428,176265,0,12th Pass,152169,0,0,0,0,0,0,0,0,1
Hoshiarpur,Urmar,GEN,VIRENDER KUMAR,8,M,GEN,68,APPA,384,126428,176265,0,Graduate Professional,54677567,0,0,0,0,0,0,1,1,1
Hoshiarpur,Urmar,GEN,GURDIAL SINGH,9,M,SC,58,BDPty,348,126428,176265,0,Not Given,82000,0,0,0,0,0,0,0,0,0
Hoshiarpur,Urmar,GEN,SUGRIV SINGH,10,M,SC,46,DPIN,341,126428,176265,0,10th Pass,653361,0,0,0,0,0,0,0,0,0
Hoshiarpur,Sham Chaurasi,SC,PAWAN KUMAR ADIA,1,M,SC,56,INC,46612,124220,166750,0,10th Pass,33345612,7523815,0,1,1,0,1,1,0,1
Hoshiarpur,Sham Chaurasi,SC,DR. RAVJOT SINGH,2,M,SC,40,AAAP,42797,124220,166750,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Hoshiarpur,Sham Chaurasi,SC,MOHINDER KAUR JOSH,3,F,SC,69,SAD,24671,124220,166750,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Hoshiarpur,Sham Chaurasi,SC,BHAGWAN DASS,4,M,SC,50,BSP,8009,124220,166750,0,10th Pass,32257613,4809488,0,1,0,0,0,1,0,1
Hoshiarpur,Sham Chaurasi,SC,SATISH LAMBA,6,M,SC,52,APPA,498,124220,166750,0,Graduate Professional,2840000,600000,0,0,0,0,0,0,1,1
Hoshiarpur,Sham Chaurasi,SC,KEWAL LAL HEER,7,M,SC,59,BDPty,404,124220,166750,0,10th Pass,2829036,300000,0,0,0,0,0,0,0,1
Hoshiarpur,Hoshiarpur,GEN,SUNDER SHAM ARORA,1,M,GEN,58,INC,49951,123580,176169,0,10th Pass,446075000,45060000,1,1,1,0,1,1,0,1
Hoshiarpur,Hoshiarpur,GEN,TIKSHAN SUD,2,M,GEN,62,BJP,38718,123580,176169,0,Post Graduate,147598750,430000,0,1,0,0,0,1,1,1
Hoshiarpur,Hoshiarpur,GEN,PARAMJIT SINGH SACHDEVA,3,M,GEN,53,AAAP,27481,123580,176169,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Hoshiarpur,Hoshiarpur,GEN,SURINDER KUMAR,4,M,SC,58,BSP,4442,123580,176169,0,12th Pass,695000,0,0,1,0,0,0,0,0,1
Hoshiarpur,Hoshiarpur,GEN,OM PARKASH JAKHU,7,M,SC,75,IND,278,123580,176169,0,5th Pass,40000,0,0,0,0,0,0,0,0,0
Hoshiarpur,Hoshiarpur,GEN,MANINDER PAL,8,M,SC,31,DEMSWP,278,123580,176169,0,Others,154500,300000,0,0,0,0,0,0,0,1
Hoshiarpur,Hoshiarpur,GEN,AJIT RAM,9,M,SC,62,BDPty,235,123580,176169,0,10th Pass,6676600,32591,0,0,0,0,0,0,0,1
Hoshiarpur,Hoshiarpur,GEN,PARAMJIT SINGH,11,M,SC,42,HND,163,123580,176169,0,Post Graduate,10043698,9943517,0,0,0,0,0,1,1,1
Hoshiarpur,Hoshiarpur,GEN,JASPREET KAUR,12,F,GEN,25,DPIN,130,123580,176169,0,12th Pass,12825,0,0,0,0,0,0,0,0,0
Hoshiarpur,Chabbewal,SC,DR. RAJ KUMAR,1,M,SC,47,INC,57857,115929,156141,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Hoshiarpur,Chabbewal,SC,SOHAN SINGH THANDAL,2,M,SC,62,SAD,28596,115929,156141,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Hoshiarpur,Chabbewal,SC,GURLAL SAILA,4,M,SC,46,BSP,5585,115929,156141,0,10th Pass,0,0,0,1,0,0,0,0,0,0
Hoshiarpur,Chabbewal,SC,BALWINDER SINGH BITTU,6,M,SC,45,IND,571,115929,156141,0,Graduate,6318000,3610000,0,0,0,0,0,0,1,1
Hoshiarpur,Chabbewal,SC,SURINDER SINGH,8,M,SC,52,IVD,542,115929,156141,0,12th Pass,8977000,1400000,0,0,0,0,0,1,0,0
Hoshiarpur,Chabbewal,SC,JAGDISH SINGH,9,M,SC,49,SAD(M),469,115929,156141,0,10th Pass,1243000,0,0,0,0,0,0,0,0,1
Hoshiarpur,Chabbewal,SC,GURJIT SINGH,10,M,SC,44,APPA,285,115929,156141,0,10th Pass,808000,15000,0,0,0,0,0,0,0,0
Hoshiarpur,Garhshankar,GEN,JAI KRISHAN,1,M,GEN,33,AAAP,41720,125830,169609,0,12th Pass,5702300,600000,0,1,0,0,1,0,0,1
Hoshiarpur,Garhshankar,GEN,SURINDER SINGH HEER,2,M,GEN,62,SAD,40070,125830,169609,0,10th Pass,0,0,0,0,0,0,0,0,0,0
Hoshiarpur,Garhshankar,GEN,LOV KUMAR GOLDY,3,M,GEN,45,INC,31909,125830,169609,0,Graduate,103147087,10685321,0,1,0,0,0,1,1,1
Hoshiarpur,Garhshankar,GEN,BAKHSHISH SINGH,4,M,SC,61,BSP,6031,125830,169609,0,Graduate Professional,8138967,0,0,1,0,0,0,0,1,0
Hoshiarpur,Garhshankar,GEN,HARBHAJAN SINGH,5,M,GEN,59,CPM,2217,125830,169609,0,5th Pass,49132000,0,0,0,0,0,0,1,1,1
Hoshiarpur,Garhshankar,GEN,SURJIT SINGH RANDHAWA,7,M,GEN,63,APPA,468,125830,169609,0,Doctorate,1800235,0,0,0,0,0,0,0,1,0
Hoshiarpur,Garhshankar,GEN,JAI GOPAL DHIMAN,8,M,GEN,58,IND,412,125830,169609,0,Graduate Professional,1679000,265000,0,0,0,0,0,0,1,1
Hoshiarpur,Garhshankar,GEN,PASHORA SINGH,9,M,GEN,62,SAD(M),408,125830,169609,0,8th Pass,11684418,520776,0,0,0,0,0,1,0,0
Hoshiarpur,Garhshankar,GEN,SUBHASH CHANDER DHIR,11,M,GEN,68,IND,366,125830,169609,0,Post Graduate,41674275,5591256,0,0,0,0,0,1,1,1
Hoshiarpur,Garhshankar,GEN,NIMISHA MEHTA,13,F,GEN,34,IND,275,125830,169609,0,Post Graduate,17919877,6514529,0,0,0,0,0,1,1,1
Shahid Bhagat Singh Nagar,Banga (SC),SC,SUKHWINDER KUMAR,1,M,SC,56,SAD,45256,122539,159003,0,Post Graduate,18496315,1224577,0,0,1,1,1,1,1,1
Shahid Bhagat Singh Nagar,Banga (SC),SC,HARJOT,2,F,SC,26,AAAP,43363,122539,159003,0,Post Graduate,13906142,1508980,0,1,0,0,0,1,1,1
Shahid Bhagat Singh Nagar,Banga (SC),SC,SATNAM SINGH KAINTH,3,M,SC,57,INC,13408,122539,159003,0,Graduate,12503781,407941,0,1,0,0,0,1,1,1
Shahid Bhagat Singh Nagar,Banga (SC),SC,RAJINDER SINGH,4,M,SC,48,BSP,11874,122539,159003,0,10th Pass,2429000,0,0,1,1,1,1,1,1,1
Shahid Bhagat Singh Nagar,Banga (SC),SC,TARLOCHAN SINGH,5,M,SC,62,IND,6294,122539,159003,0,Post Graduate,106749418,0,1,0,0,0,0,1,1,1
Shahid Bhagat Singh Nagar,Banga (SC),SC,PAUL RAM,6,M,SC,54,CPI,986,122539,159003,0,8th Pass,500000,0,0,1,0,0,0,0,0,0
Shahid Bhagat Singh Nagar,Nawanshahr,GEN,ANGAD SINGH,1,M,GEN,26,INC,38197,128658,168160,0,Graduate,174310283,5418395,0,1,1,1,1,1,1,1
Shahid Bhagat Singh Nagar,Nawanshahr,GEN,JARNAIL SINGH WAHID,2,M,GEN,72,SAD,34874,128658,168160,0,Graduate Professional,123858000,21789000,0,0,0,0,0,1,1,1
